medcodeid	freq	final_term	site	Type_provisional	Diagnosis group
310846011	 11 	Arthralgia of talonavicular joint	Foot/Ankle	neither	N/A
891021000006111	 11 	Back disorder/symptom NOS	Back	neither	N/A
315020010	 11 	Congenital anomalies of cervical vertebrae NEC	Neck	neither	N/A
581631000006116	 11 	Congenital deformity of hip, unspecified	Hip/Pelvis	neither	N/A
1491483014	 11 	Costen's syndrome	Chest	neither	N/A
40511019	 11 	Eosinophilic fasciitis	Other	neither	N/A
312327010	 11 	Flexion contracture of toe joint	Foot/Ankle	neither	N/A
2764811000006113	 11 	Garrod's pads	Hand	neither	N/A
311025014	 11 	Joint disorder NOS, of shoulder region	Shoulder	neither	N/A
959971000006110	 11 	Limited range of motion	Other	neither	N/A
736251000006113	 11 	Localized connective tissue disorder, unspecified	Other	neither	N/A
299380018	 11 	Myopathy	Other	neither	N/A
310895011	 11 	Stiff ankle NEC	Foot/Ankle	neither	N/A
5278211000006115	 11 	Stiff back	Back	neither	N/A
493899010	 77,023 	Ankle sprain	Foot/Ankle	trauma	N/A
323987011	 52,874 	Knee injury	Knee	trauma	N/A
323989014	 47,784 	Ankle injury	Foot/Ankle	trauma	N/A
323990017	 41,745 	Foot injury	Foot/Ankle	trauma	N/A
323965019	 32,175 	Wrist injury	Wrist	trauma	N/A
1231070017	 31,392 	Finger injury	Hand	trauma	N/A
453254017	 28,675 	Injury of hand	Hand	trauma	N/A
774741000006112	 25,505 	Injury of toe	Foot/Ankle	trauma	N/A
324041012	 20,156 	Injury	Other	trauma	N/A
323961011	 20,055 	Injury of elbow	Elbow	trauma	N/A
323975016	 19,215 	Thumb injury	Hand	trauma	N/A
323972018	 19,150 	Other finger injuries	Hand	trauma	N/A
453253011	 18,985 	Injury of wrist	Wrist	trauma	N/A
906591000006118	 16,597 	[RFC] Soft tissue injuries	Multiple	trauma	N/A
320169013	 14,336 	Wrist sprain NOS	Wrist	trauma	N/A
323956014	 14,275 	Shoulder injury	Shoulder	trauma	N/A
739261000006118	 13,453 	Arm injury	Arm	trauma	N/A
80869018	 11,809 	Muscle strain	Other	trauma	N/A
497076011	 11,206 	Knee sprain	Knee	trauma	N/A
323973011	 11,140 	Injury of finger	Hand	trauma	N/A
1230712018	 9,676 	Foot sprain	Foot/Ankle	trauma	N/A
320110018	 8,365 	Sprains and strains of joints and adjacent muscles	Other	trauma	N/A
60171000006117	 8,357 	Whiplash injury	Neck	trauma	N/A
402920010	 8,180 	Sprains and strains NOS	Multiple	trauma	N/A
3216431000006113	 8,151 	Sprain of ankle	Foot/Ankle	trauma	N/A
320295018	 7,999 	Neck sprain	Neck	trauma	N/A
323988018	 7,991 	Injury of lower extremity	Leg	trauma	N/A
325463018	 7,222 	Injury of foot	Foot/Ankle	trauma	N/A
694101000006113	 6,738 	Muscle injury / strain	Other	trauma	N/A
807281000006112	 6,523 	Groin strain	Hip/Pelvis	trauma	N/A
131171000006111	 6,299 	Sprain of wrist	Wrist	trauma	N/A
492282010	 5,515 	Whiplash injury	Neck	trauma	N/A
403060017	 4,859 	Other hand injury, excluding finger	Hand	trauma	N/A
323946010	 4,406 	Traumatic and/or non-traumatic injury of back	Back	trauma	N/A
319624010	 4,198 	Dislocation of knee NOS	Knee	trauma	N/A
323939018	 4,057 	Injury of neck	Neck	trauma	N/A
391057017	 3,890 	Muscle sprain NOS	Other	trauma	N/A
101001000006111	 3,887 	Sprain of thumb	Hand	trauma	N/A
391249010	 3,679 	Ligament sprain	Other	trauma	N/A
320256019	 3,675 	Knee sprain NOS	Knee	trauma	N/A
319412012	 3,668 	Dislocation of shoulder	Shoulder	trauma	N/A
320318018	 3,507 	Back sprain	Back	trauma	N/A
710161000006114	 3,428 	Sprain of ligament of finger	Hand	trauma	N/A
391098012	 3,356 	Hamstring sprain	Leg	trauma	N/A
194090018	 3,354 	Injury of lower leg	Leg	trauma	N/A
402889014	 2,962 	Dislocation or subluxation of knee	Knee	trauma	N/A
130611000006116	 2,805 	Sprain finger	Hand	trauma	N/A
222521000000119	 2,798 	Contusion of foot	Foot/Ankle	trauma	N/A
402882017	 2,771 	Dislocation or subluxation of shoulder	Shoulder	trauma	N/A
320145014	 2,742 	Sprain of wrist and hand	Hand/Wrist	trauma	N/A
402918012	 2,558 	Neck sprain, unspecified	Neck	trauma	N/A
494279018	 2,380 	Leg bruise	Leg	trauma	N/A
320147018	 2,372 	Wrist sprain	Wrist	trauma	N/A
507743013	 2,368 	Hand sprain	Hand	trauma	N/A
130991000006117	 2,303 	Sprain thumb	Hand	trauma	N/A
320130019	 2,277 	Sprain of shoulder	Shoulder	trauma	N/A
403059010	 2,222 	Injury of forearm	Arm	trauma	N/A
320270019	 2,133 	Ankle sprain NOS	Foot/Ankle	trauma	N/A
1222991015	 2,133 	Contusion, knee	Knee	trauma	N/A
325451011	 2,122 	Sprain of knee	Knee	trauma	N/A
320262012	 2,096 	Sprain, ankle joint, lateral	Foot/Ankle	trauma	N/A
106879011	 2,051 	Mallet finger	Hand	trauma	N/A
240031000006118	 1,992 	Recurrent dislocation of the patellofemoral joint	Knee	trauma	N/A
568471000006114	 1,977 	Closed traumatic dislocation of patellofemoral joint	Knee	trauma	N/A
320377019	 1,863 	Complete tear, knee, anterior cruciate ligament	Knee	trauma	N/A
162641000006113	 1,834 	Sprain of costal cartilage	Chest	trauma	N/A
320220017	 1,827 	Sprain of wrist and/or hand	Hand/Wrist	trauma	N/A
323960012	 1,815 	Injury of upper extremity	Elbow	trauma	N/A
320143019	 1,766 	Elbow sprain	Elbow	trauma	N/A
323980013	 1,765 	Injury of hip region	Hip/Pelvis	trauma	N/A
319441015	 1,736 	Dislocation of elbow joint	Elbow	trauma	N/A
310455016	 1,706 	Recurrent dislocation of the patella	Knee	trauma	N/A
135862013	 1,646 	Sprain of medial collateral ligament of knee	Knee	trauma	N/A
325470018	 1,587 	Sprain of foot	Foot/Ankle	trauma	N/A
232231000006111	 1,573 	Injury - disorder	Other	trauma	N/A
481614012	 1,567 	Temporomandibular sprain	Head	trauma	N/A
402890017	 1,426 	Acute meniscal tear, medial	Knee	trauma	N/A
391105019	 1,399 	Toe sprain	Foot/Ankle	trauma	N/A
325413011	 1,392 	[X]Injuries to the wrist and hand	Hand/Wrist	trauma	N/A
319530015	 1,376 	Dislocation of finger or thumb not otherwise specified	Hand	trauma	N/A
1871131000006116	 1,241 	Lower back injury	Back	trauma	N/A
319565015	 1,227 	Acute meniscal tear, lateral	Knee	trauma	N/A
131591000006117	 1,227 	Strain of Achilles tendon	Foot/Ankle	trauma	N/A
402888018	 1,216 	Dislocation or subluxation of finger or thumb	Hand	trauma	N/A
320111019	 1,207 	Sprain of shoulder and upper arm	Shoulder	trauma	N/A
2645968013	 1,169 	Hyperextension injury of finger	Hand	trauma	N/A
494277016	 1,156 	Contusion, lower leg	Leg	trauma	N/A
320258018	 1,135 	Sprain of ankle and foot	Foot/Ankle	trauma	N/A
402914014	 1,080 	Sprain of knee and leg	Knee	trauma	N/A
4378771000006115	 1,047 	Injury of ankle	Foot/Ankle	trauma	N/A
421171017	 956 	Calf injury	Leg	trauma	N/A
2645967015	 932 	Hyperextension injury of thumb	Hand	trauma	N/A
323981012	 915 	Injury of thigh	Leg	trauma	N/A
320247010	 897 	Partial tear, knee, anterior cruciate ligament	Knee	trauma	N/A
320259014	 885 	Ankle sprain, unspecified	Foot/Ankle	trauma	N/A
320319014	 884 	Pulled back muscle	Back	trauma	N/A
169727012	 865 	Injury of musculoskeletal system	Other	trauma	N/A
320206012	 850 	Volar plate injury, finger, proximal interphalangeal joint	Hand	trauma	N/A
320307018	 831 	Lumbar sprain	Back	trauma	N/A
1221607010	 801 	Hip sprain	Hip/Pelvis	trauma	N/A
8258016	 785 	Repetitive strain injury	Other	trauma	N/A
194108018	 781 	Dislocation of thumb	Hand	trauma	N/A
402911018	 779 	Sprain of elbow and forearm	Elbow	trauma	N/A
131181000006114	 764 	Sprain of ligament of acromioclavicular joint	Shoulder	trauma	N/A
106921000006111	 753 	Thoracic back sprain	Back	trauma	N/A
323977012	 748 	Other finger injuries NOS	Hand	trauma	N/A
322801017	 726 	Contusion wrist or hand	Hand/Wrist	trauma	N/A
896341000006114	 701 	Sprained ankle	Foot/Ankle	trauma	N/A
323949015	 697 	Injury of groin	Hip/Pelvis	trauma	N/A
159841000006114	 696 	Sacroiliac sprain	Back	trauma	N/A
6901791000006119	 693 	Dislocation of shoulder joint	Shoulder	trauma	N/A
454086012	 680 	[X]Unspecified injury of wrist and hand	Hand/Wrist	trauma	N/A
411301012	 673 	Shoulder strain	Shoulder	trauma	N/A
182691000006118	 664 	Recurrent dislocation of shoulder region	Shoulder	trauma	N/A
1494890011	 623 	Sprain of hip and thigh	Hip/Pelvis	trauma	N/A
319531016	 609 	Dislocation of hip joint	Hip/Pelvis	trauma	N/A
183001000006111	 585 	Recurrent subluxation of patella	Knee	trauma	N/A
402912013	 569 	Sprain of hand	Hand	trauma	N/A
131491000006116	 559 	Strain of quadriceps tendon	Leg	trauma	N/A
320281016	 553 	Ankle and foot sprain NOS	Foot/Ankle	trauma	N/A
323957017	 544 	Injury of upper arm	Arm	trauma	N/A
403061018	 540 	Other knee, leg, ankle and foot injuries	Knee	trauma	N/A
391096011	 526 	Forearm sprain	Arm	trauma	N/A
1494891010	 514 	Thigh sprain	Leg	trauma	N/A
310457012	 511 	Recurrent subluxation of the patella	Knee	trauma	N/A
391100012	 496 	Leg sprain	Leg	trauma	N/A
1874161000006110	 493 	Child young persons injury - other soft tissue	Other	trauma	N/A
320316019	 491 	Coccyx sprain	Back	trauma	N/A
325412018	 479 	[X]Unspecified injury of elbow and forearm	Elbow	trauma	N/A
164851000006115	 467 	Strain of rotator cuff of shoulder	Shoulder	trauma	N/A
320280015	 459 	Foot sprain NOS	Foot/Ankle	trauma	N/A
131521000006119	 458 	Sprain of shoulder joint	Shoulder	trauma	N/A
320210010	 457 	Sprain tendon wrist or hand	Hand/Wrist	trauma	N/A
319552012	 450 	Dislocation of hip NOS	Hip/Pelvis	trauma	N/A
319413019	 435 	Dislocation or subluxation of elbow	Elbow	trauma	N/A
325446017	 409 	[X]Injuries to the knee and lower leg	Knee	trauma	N/A
325376013	 400 	Injury of shoulder and upper arm	Shoulder	trauma	N/A
323924019	 398 	Traumatic AND/OR non-traumatic injury	Other	trauma	N/A
391132012	 398 	Anterior dislocation of shoulder	Shoulder	trauma	N/A
5461071000006116	 392 	Sprain of ligament of elbow	Elbow	trauma	N/A
402880013	 387 	Dislocation of joint	Other	trauma	N/A
325317013	 385 	[X]Injuries to the neck	Neck	trauma	N/A
131401000006111	 384 	Sprain of lateral collateral ligament of knee	Knee	trauma	N/A
325395018	 369 	[X]Injuries to the elbow and forearm	Arm	trauma	N/A
896231000006112	 360 	Sprain - wrist	Wrist	trauma	N/A
411296012	 358 	Dislocation of radius - distal	Wrist	trauma	N/A
3141251000006116	 350 	Whiplash injury to neck	Neck	trauma	N/A
320305014	 349 	Neck sprain NOS	Neck	trauma	N/A
5652861000006115	 345 	Strain of tendon of medial thigh muscle	Leg	trauma	N/A
320257011	 341 	Leg sprain NOS	Leg	trauma	N/A
324040013	 335 	Other injury NOS	Other	trauma	N/A
5460041000006118	 333 	Dislocation of patellofemoral joint	Knee	trauma	N/A
9611013	 329 	Recurrent dislocation of joint	Other	trauma	N/A
130721000006116	 321 	Strain of gastrocnemius tendon	Leg	trauma	N/A
476266016	 316 	Strain of neck muscle	Neck	trauma	N/A
131351000006115	 291 	Strain of hamstring tendon	Leg	trauma	N/A
320205011	 285 	Volar plate injury, finger, metacarpophalangeal joint	Hand	trauma	N/A
899331000006111	 283 	Foot injury	Foot/Ankle	trauma	N/A
159821000006119	 278 	Sprain of ligament of sacroiliac joint	Back	trauma	N/A
320560015	 278 	Sprained rib	Chest	trauma	N/A
13899011000006111	 272 	Dislocation of knee joint	Knee	trauma	N/A
312089015	 271 	Juvenile apophysitis	Other	trauma	N/A
325447014	 261 	Contusion of lower leg	Leg	trauma	N/A
325334017	 250 	Chest injury	Chest	trauma	N/A
320271015	 249 	Foot sprain, unspecified	Foot/Ankle	trauma	N/A
189471000006112	 234 	Recurrent dislocation of shoulder - anterior	Shoulder	trauma	N/A
391135014	 233 	Dislocation of radial head	Shoulder	trauma	N/A
131461000006112	 232 	Strain of patellar tendon	Knee	trauma	N/A
319560013	 226 	Acute meniscal tear, medial, posterior horn	Knee	trauma	N/A
391056014	 225 	Rectus muscle sprain	Hip/Pelvis	trauma	N/A
320207015	 214 	Volar plate injury, finger, distal interphalangeal joint	Hand	trauma	N/A
334287016	 213 	Haglund's deformity	Foot/Ankle	trauma	N/A
568881000006114	 211 	Closed traumatic subluxation acromioclavicular joint	Shoulder	trauma	N/A
320131015	 210 	Sprain of upper extremity	Arm	trauma	N/A
131391000006114	 207 	Sprain of interphalangeal joint of toe	Foot/Ankle	trauma	N/A
5658961000006113	 206 	Soft tissue injury	Other	trauma	N/A
158621000006114	 200 	Rupture of Achilles tendon	Foot/Ankle	trauma	N/A
99770017	 198 	Sprain of cruciate ligament of knee	Knee	trauma	N/A
391102016	 198 	Sprain of joint	Other	trauma	N/A
319561012	 196 	Acute meniscal tear, medial, bucket handle tear	Knee	trauma	N/A
402909010	 196 	Other shoulder sprain	Shoulder	trauma	N/A
319572019	 193 	Tear of meniscus of knee	Knee	trauma	N/A
323959019	 192 	Other shoulder and upper arm injury NOS	Arm	trauma	N/A
320162016	 191 	Sprain ulnar collateral ligament	Wrist	trauma	N/A
424381012	 183 	Strain of calf muscle	Leg	trauma	N/A
323993015	 181 	Knee, leg, ankle and foot injuries NOS	Leg	trauma	N/A
330547017	 179 	Traumatic injury	Other	trauma	N/A
320260016	 176 	Sprain, ankle joint, medial	Foot/Ankle	trauma	N/A
324018016	 171 	Injury of muscle and tendon at ankle and foot level	Foot/Ankle	trauma	N/A
320234017	 171 	Sprain of hip	Hip/Pelvis	trauma	N/A
568371000006118	 162 	Closed traumatic dislocation of joint of finger	Hand	trauma	N/A
445004010	 161 	Dislocation of temporomandibular joint	Head	trauma	N/A
131411000006114	 161 	Sprain, knee joint, medial collateral	Knee	trauma	N/A
319931012	 156 	Other dislocation NOS	Other	trauma	N/A
320291010	 153 	Sacroiliac sprain NOS	Back	trauma	N/A
402881012	 152 	Dislocation or subluxation of jaw	Head	trauma	N/A
568101000006114	 151 	Closed traumatic dislocation acromioclavicular joint	Shoulder	trauma	N/A
319375018	 150 	Closed traumatic dislocation of shoulder	Shoulder	trauma	N/A
5459701000006116	 149 	Sprain of toe joint	Foot/Ankle	trauma	N/A
896041000006112	 148 	Dislocated patella	Knee	trauma	N/A
310577019	 147 	Acetabular labrum tear	Shoulder	trauma	N/A
409930017	 144 	Thoracic back sprain	Back	trauma	N/A
319568018	 136 	Acute meniscal tear, lateral, bucket handle tear	Knee	trauma	N/A
159011000006116	 136 	Patellar tendon rupture	Knee	trauma	N/A
933111000006118	 136 	Wrist injury	Wrist	trauma	N/A
325394019	 133 	[X]Unspecified injury of shoulder and upper arm	Shoulder	trauma	N/A
319370011	 132 	Dislocated jaw	Head	trauma	N/A
1494798013	 132 	Sternum sprain	Chest	trauma	N/A
391086019	 130 	Torn gastrocnemius	Leg	trauma	N/A
319386016	 128 	Closed dislocation of acromioclavicular joint	Shoulder	trauma	N/A
320236015	 127 	Hip sprain NOS	Hip/Pelvis	trauma	N/A
323955013	 126 	Injury of scapular region	Shoulder	trauma	N/A
391075016	 125 	Tendon strain	Other	trauma	N/A
451462019	 124 	Recurrent subluxation of the hip joint	Hip/Pelvis	trauma	N/A
310453011	 123 	Recurrent dislocation of the knee	Knee	trauma	N/A
320120011	 122 	Sprain, biceps tendon	Arm	trauma	N/A
391082017	 120 	Rupture of tendon	Other	trauma	N/A
3527272012	 119 	Injury of muscle of lower back	Back	trauma	N/A
320141017	 118 	Other elbow sprain	Elbow	trauma	N/A
320557010	 118 	Rib sprain unspecified	Chest	trauma	N/A
6613421000006112	 118 	Sprain of ligament	Other	trauma	N/A
108921000006110	 117 	Tendon injury to hand NOS	Hand	trauma	N/A
933121000006114	 116 	Ankle injury	Foot/Ankle	trauma	N/A
320181012	 115 	Hand sprain NOS	Hand	trauma	N/A
310452018	 115 	Knee - recurrent dislocation	Knee	trauma	N/A
896291000006111	 115 	Sprained knee	Knee	trauma	N/A
319634018	 112 	Dislocation of ankle NOS	Foot/Ankle	trauma	N/A
320531012	 111 	Mallet finger with closed tendon injury	Hand	trauma	N/A
130581000006112	 109 	Late effect of sprain AND/OR strain without tendon injury	Other	trauma	N/A
322807018	 105 	Contusion, wrist and hand NOS	Hand/Wrist	trauma	N/A
319567011	 104 	Acute meniscal tear, lateral, posterior horn	Knee	trauma	N/A
568561000006118	 102 	Closed traumatic dislocation patellofemoral joint, lateral	Knee	trauma	N/A
896411000006117	 102 	Sprained neck	Neck	trauma	N/A
575291000006113	 100 	Compartment syndrome of leg	Leg	trauma	N/A
320237012	 100 	Thigh sprain NOS	Knee	trauma	N/A
598231000006114	 98 	Costal cartilage sprain	Chest	trauma	N/A
324025011	 98 	Other multiple injuries	Multiple	trauma	N/A
320565013	 98 	Xiphoid cartilage sprain	Chest	trauma	N/A
568351000006111	 94 	Closed traumatic dislocation of elbow NOS	Elbow	trauma	N/A
324011010	 94 	Injury of adductor muscle and tendon of thigh	Leg	trauma	N/A
320246018	 91 	Partial tear, knee, medial collateral ligament	Knee	trauma	N/A
320216016	 91 	Sprain tendon of finger	Hand	trauma	N/A
320308011	 89 	Lumbar back sprain	Back	trauma	N/A
323889010	 89 	Traumatic complications and unspecified injuries	Other	trauma	N/A
320563018	 88 	Sternoclavicular sprain	Shoulder	trauma	N/A
5668791000006112	 88 	Upper back injury	Back	trauma	N/A
183021000006118	 86 	Recurrent subluxation of shoulder - anterior	Shoulder	trauma	N/A
131361000006118	 86 	Sprain of hip joint	Hip/Pelvis	trauma	N/A
131061000006115	 85 	Sprain thumb, metacarpophalangeal joint nonspecific	Hand	trauma	N/A
319497017	 83 	Closed traumatic dislocation of finger, unspecified	Hand	trauma	N/A
453181013	 82 	Lumbosacral strain	Back	trauma	N/A
568671000006112	 79 	Closed traumatic dislocation toe, interphalangeal joint, single	Foot/Ankle	trauma	N/A
320261017	 79 	Deltoid ligament ankle sprain	Foot/Ankle	trauma	N/A
8261991000006112	 78 	Injury of tendon of finger	Hand	trauma	N/A
319501010	 77 	Closed traumatic dislocation, proximal interphalangeal joint	Hand	trauma	N/A
310422014	 77 	Habitual subluxation of the shoulder	Shoulder	trauma	N/A
896371000006118	 77 	Sprained foot	Foot/Ankle	trauma	N/A
320251012	 76 	Other specified knee sprain	Knee	trauma	N/A
411294010	 75 	Bucket handle tear - current injury	Knee	trauma	N/A
319498010	 75 	Closed traumatic dislocation, metacarpophalangeal joint	Hand	trauma	N/A
323927014	 75 	Other face and neck injuries	Neck	trauma	N/A
4379021000006110	 75 	Traumatic dislocation of joint of finger	Hand	trauma	N/A
8261561000006110	 74 	Injury of muscle of upper back	Back	trauma	N/A
130711000006112	 73 	Sprain finger, proximal interphalangeal joint, nonspecific	Hand	trauma	N/A
568171000006115	 72 	Closed traumatic dislocation of elbow joint	Elbow	trauma	N/A
325265011	 72 	Dislocations, sprains and strains involving head with neck	Neck	trauma	N/A
569181000006114	 71 	Closed traumatic subluxation patellofemoral joint	Knee	trauma	N/A
3447641000006113	 71 	Traumatic dislocation of knee joint	Knee	trauma	N/A
320144013	 70 	Forearm sprain NOS	Arm	trauma	N/A
391266012	 69 	Tear of ligament of knee joint	Knee	trauma	N/A
310374013	 66 	Pathological dislocation of patellofemoral joint	Knee	trauma	N/A
319496014	 66 	Closed traumatic dislocation digit	Hand	trauma	N/A
325374011	 66 	Injury of trunk	Back	trauma	N/A
2917025019	 66 	Strain of hamstring muscle	Leg	trauma	N/A
195948016	 65 	Compartment syndrome	Other	trauma	N/A
896351000006111	 65 	Sprain - Achilles tendon	Foot/Ankle	trauma	N/A
2124011000000110	 64 	Injury of muscle of rotator cuff	Shoulder	trauma	N/A
320213012	 64 	Sprain tendon of thumb	Hand	trauma	N/A
320269015	 63 	Partial tear, ankle, lateral ligament	Foot/Ankle	trauma	N/A
324013013	 62 	Injury of muscle and tendon at lower leg level	Leg	trauma	N/A
427441000006117	 61 	[X]Sprain & strain of oth & unspecif parts of wrist & hand	Hand/Wrist	trauma	N/A
319492011	 61 	Dislocation of wrist NOS	Wrist	trauma	N/A
623361000006116	 61 	Dislocations, sprains and strains involving thorax with lower back and pelvis	Back	trauma	N/A
402910017	 61 	Other upper arm sprain	Arm	trauma	N/A
320524013	 61 	Rupture tendon of finger	Hand	trauma	N/A
481611016	 60 	Jaw sprain	Head	trauma	N/A
14427013	 59 	Closed dislocation of jaw	Head	trauma	N/A
5460061000006119	 59 	Dislocation of toe joint	Foot/Ankle	trauma	N/A
310572013	 59 	Glenoid labrum tear	Shoulder	trauma	N/A
131441000006113	 59 	Sprain, metatarsophalangeal joint	Foot/Ankle	trauma	N/A
899311000006117	 58 	Injury arm NOS	Arm	trauma	N/A
320569019	 58 	Sprain, symphysis pubis	Hip/Pelvis	trauma	N/A
324010011	 57 	Injury of muscle and tendon at hip and thigh level	Hip/Pelvis	trauma	N/A
569261000006111	 56 	Closed traumatic subluxation sternoclavicular joint	Shoulder	trauma	N/A
899321000006113	 56 	Injury leg NOS	Leg	trauma	N/A
325436019	 56 	Injury of hip and thigh	Hip/Pelvis	trauma	N/A
898431000006112	 55 	Bruise NOS	Other	trauma	N/A
1233051016	 55 	Quadriceps tendon rupture	Hip/Pelvis	trauma	N/A
131551000006111	 55 	Strain of subscapularis tendon	Shoulder	trauma	N/A
8261791000006110	 54 	Injury of muscle of foot	Foot/Ankle	trauma	N/A
325493012	 54 	Multiple injuries	Multiple	trauma	N/A
131031000006112	 54 	Sprain thumb, metacarpophalangeal joint, ulnar collateral ligament	Hand	trauma	N/A
4378711000006112	 53 	Hand injury	Hand	trauma	N/A
7862881000006114	 53 	Injury of muscle at shoulder level	Shoulder	trauma	N/A
8275491000006113	 53 	Injury of tendon of ankle	Foot/Ankle	trauma	N/A
320211014	 53 	Sprain wrist extensors	Wrist	trauma	N/A
320242016	 52 	Sprain or partial tear, knee, lateral collateral ligament	Knee	trauma	N/A
896241000006119	 52 	Sprained finger/thumb	Hand	trauma	N/A
4378981000006115	 52 	Traumatic dislocation of shoulder region	Shoulder	trauma	N/A
561241000006113	 51 	Closed dislocation of sternoclavicular joint	Shoulder	trauma	N/A
411297015	 51 	Current knee cartilage tear	Knee	trauma	N/A
4378651000006115	 51 	Elbow injury	Elbow	trauma	N/A
320578013	 51 	Other specified sprains and strains	Other	trauma	N/A
896191000006119	 51 	Sprained shoulder	Shoulder	trauma	N/A
5461211000006118	 50 	Rupture of ligament of knee joint	Knee	trauma	N/A
896361000006113	 50 	Sprain - ankle NOS	Foot/Ankle	trauma	N/A
896331000006116	 50 	Sprained knee NOS	Knee	trauma	N/A
4379031000006113	 50 	Traumatic dislocation of joint of thumb	Hand	trauma	N/A
319566019	 49 	Acute meniscal tear, lateral, anterior horn	Knee	trauma	N/A
310459010	 48 	Habitual dislocation of the patella	Knee	trauma	N/A
320208013	 48 	Volar plate injury, thumb, metacarpophalangeal joint	Hand	trauma	N/A
323967010	 47 	Other elbow, wrist and forearm injuries NOS	Arm	trauma	N/A
319580014	 46 	Closed traumatic dislocation of knee, unspecified	Knee	trauma	N/A
320227019	 45 	Iliofemoral sprain	Hip/Pelvis	trauma	N/A
323953018	 45 	Other shoulder and upper arm injuries	Shoulder	trauma	N/A
402891018	 44 	Dislocation or subluxation of ankle	Foot/Ankle	trauma	N/A
310412015	 44 	Recurrent subluxation of shoulder - anterior	Shoulder	trauma	N/A
359841013	 44 	Rupture of Baker's cyst - knee	Knee	trauma	N/A
117800011	 44 	Traumatic myositis ossificans	Other	trauma	N/A
222391000000114	 44 	Traumatic torticollis	Neck	trauma	N/A
311509014	 43 	Hand and wrist extensor tendon rupture	Wrist	trauma	N/A
319579011	 43 	Other closed traumatic dislocation of knee	Knee	trauma	N/A
158711000006114	 43 	Rupture of hamstring tendon	Leg	trauma	N/A
402917019	 43 	Sprain of spinal ligament	Back	trauma	N/A
325414017	 42 	[X]Contusion of other parts of wrist and hand	Hand/Wrist	trauma	N/A
8262051000006113	 42 	Injury of tendon of foot	Foot/Ankle	trauma	N/A
131021000006114	 41 	Sprain thumb, metacarpophalangeal joint, radial collateral ligament	Hand	trauma	N/A
4378611000006116	 40 	Injury of shoulder region	Shoulder	trauma	N/A
320179010	 40 	Interphalangeal sprain	Hand	trauma	N/A
320376011	 39 	Complete tear, knee, posterior cruciate ligament	Knee	trauma	N/A
896391000006117	 39 	Sprain - foot NOS	Foot/Ankle	trauma	N/A
8261751000006116	 38 	Injury of muscle of hand	Hand	trauma	N/A
321735014	 38 	Multiple injuries of ankle and foot	Foot/Ankle	trauma	N/A
1495246018	 38 	Sprained toe	Foot/Ankle	trauma	N/A
4378741000006111	 37 	Injury of knee	Knee	trauma	N/A
310410011	 37 	Recurrent dislocation of shoulder - anterior	Shoulder	trauma	N/A
325464012	 36 	[X]Contusion of other and unspecified parts of foot	Foot/Ankle	trauma	N/A
325519012	 36 	[X]Unspecified injury of upper limb, level unspecified	Arm	trauma	N/A
311187019	 36 	Annular tear of lumbar disc	Back	trauma	N/A
568921000006118	 36 	Closed traumatic subluxation costo-vertebral joint	Chest	trauma	N/A
895941000006117	 36 	Dislocated shoulder	Shoulder	trauma	N/A
4395951000006111	 36 	Injury of lower limb	Leg	trauma	N/A
131561000006113	 36 	Strain of supraspinatus tendon	Shoulder	trauma	N/A
427491000006114	 35 	[X]Sprain/strain of joint/ligam of oth & unsp part of neck	Neck	trauma	N/A
319635017	 35 	Dislocation or subluxation of foot	Foot/Ankle	trauma	N/A
8261971000006111	 35 	Injury of tendon of wrist joint	Wrist	trauma	N/A
320178019	 35 	Metacarpophalangeal sprain	Hand	trauma	N/A
320518019	 35 	Rupture tendon of thumb	Hand	trauma	N/A
320137016	 35 	Sprain, elbow joint, medial collateral ligament	Elbow	trauma	N/A
5459941000006116	 35 	Anterior dislocation of shoulder joint	Shoulder	trauma	N/A
319442010	 34 	Dislocation or subluxation of wrist	Wrist	trauma	N/A
320248017	 34 	Partial tear, knee, posterior cruciate ligament	Knee	trauma	N/A
320566014	 34 	Sternum sprain NOS	Chest	trauma	N/A
320209017	 34 	Volar plate injury, thumb, interphalangeal joint	Hand	trauma	N/A
320382014	 33 	Complete tear, ankle ligament	Foot/Ankle	trauma	N/A
451083015	 33 	Injury of tendon of the rotator cuff of shoulder	Shoulder	trauma	N/A
320184016	 33 	Sprain thumb, carpometacarpal joint	Hand	trauma	N/A
320122015	 33 	Sprain, triceps tendon	Arm	trauma	N/A
96651000006115	 33 	Torn Achilles tendon	Foot/Ankle	trauma	N/A
390421000006114	 32 	[X]Injuries to the abdomen, lower back, lumbar spine and pelvis	Multiple	trauma	N/A
310413013	 32 	Recurrent subluxation of shoulder - posterior	Shoulder	trauma	N/A
131381000006111	 32 	Strain of infraspinatus tendon	Shoulder	trauma	N/A
320373015	 31 	Complete tear, knee ligament	Knee	trauma	N/A
623471000006115	 31 	Dislocation of joint of upper limb	Shoulder	trauma	N/A
323941017	 31 	Other trunk injuries	Trunk	trauma	N/A
411302017	 31 	Ruptured Achilles tendon - traumatic	Foot/Ankle	trauma	N/A
130701000006114	 31 	Sprain finger, metacarpophalangeal joint, non specific	Hand	trauma	N/A
159031000006110	 30 	Rupture of quadriceps tendon	Leg	trauma	N/A
5461141000006111	 30 	Sprain of lateral ligament of ankle joint	Foot/Ankle	trauma	N/A
159761000006115	 30 	Sprain of sacrococcygeal ligament	Back	trauma	N/A
