medcodeid	freq	final_term	originalreadcode	snomedctconceptid	site
312209010	28	Avascular bone necrosis NOS	N334z	397758007	Other
319508016	28	Open dislocation of finger	S4410	54420005	Hand
320142012	28	Other forearm sprain	S51x	262990008	Arm
320311012	28	Sacral sprain, unspecified	S5730	209566009	Back
3216461000006116	28	Sprain of ligament of ankle joint	^ESCTSP321646	44465007	Foot/Ankle
325287019	28	Severe multiple injuries	SRz0	213389000	Multiple
400303012	28	Other synovitis and tenosynovitis	N220z	202900007	Other
501640011	28	Discoid meniscus - congenital	PE8yB	70690000	Knee
505902017	28	Osteochondritis of the carpal lunate	N3233	367356000	Wrist
511000006113	28	Interphalangeal joint of toe pain	N096V	299576008	Foot/Ankle
569391000006114	28	Closed traumatic subluxation, sterno-clavicular joint, ant	S49E3	209214001	Shoulder
764261000006111	28	Foot drop	N36z-2	6077001	Foot/Ankle
82541000006118	28	Tuberculosis of vertebral column	N304-1	35984006	Back
906561000006114	28	[RFC] Chronic back and neck problems	HNG0161	906561000006105	Back
182671000006119	27	Recurrent joint dislocation, of the lower leg	N0836	202245003	Leg
256079016	27	O/E - foot bone abnormal	2HAA	164583009	Foot/Ankle
26185013	27	Acquired postural lordosis	N3720	15444000	Back
3060271000006116	27	Coccydynia	^ESCTCO306027	34789001	Back
311326016	27	Partial thickness rotator cuff tear	N2114	202842005	Shoulder
312445011	27	Scoliosis in skeletal dysplasia	N374A	203661003	Back
312453015	27	Other curvatures of spine	N37y	77567004	Back
312521010	27	Psoriasis with arthropathy	Nyu13	33339001	Other
359168010	27	Ankle arthritis NOS	N06z7-1	239874001	Foot/Ankle
390401000006116	27	[X]Injuries involving multiple body regions	SyuA	213345000	Multiple
391114012	27	Hand dislocation NOS	S49x-3	108367008	Hand
405684014	27	Deformity of calcaneum	N36yG	271096004	Foot/Ankle
495040011	27	Pyogenic arthritis	N010	372939007	Other
510491000006113	27	Biceps tendon rupture	N2262	428883008	Arm
558721000006114	27	Clicking 1st metatarsophalangeal joint	N099J	202615006	Foot/Ankle
814701000006117	27	Haglund's disease - osteochondrosis of os tibiale externum	N3255	203392007	Foot/Ankle
111690011	26	Reiter's syndrome	A993-1	67224007	Other
131581000006115	26	Sprain, tarsometatarsal joint	S5511	209539009	Foot/Ankle
2275711000000112	26	Rheumatoid arthritis monitoring invitation second letter	9mM1	882421000000102	Other
256075010	26	O/E - hand bone abnormal	2HA6	164579009	Hand
310328014	26	Loose body in elbow joint	N081B	202158006	Elbow
311378018	26	Enthesopathy of lower leg and ankle region	N2170	302937000	Foot/Ankle
312470011	26	Acquired deformity of spine	N385	77567004	Back
320375010	26	Complete tear, knee, medial collateral ligament	S5C1	209627008	Knee
359579010	26	Ischial bursitis	N215A	239993003	Hip/Pelvis
372801019	26	Locking of joint	ESCTLO5	249923006	Other
396501000006117	26	[X]Malignant neoplasm/connective + soft tissue,unspecified	Byu59	269469005	Other
400232013	26	Joint effusion of the lower leg	N0906	267942009	Leg
40471000006116	26	Osteochondropathy	N32z	77881008	Other
455431014	26	Prolapsed lumbar intervertebral disc with sciatica	N12C4	311804006	Back
497071000006114	26	Atlantoaxial instability	N1488	202820009	Neck
5721851000006116	26	Pain in right lower limb	^ESCTPA572185	287048003	Leg
657981000006117	26	Extensor pollicis longus rupture	N2269	209767002	Hand
99020011	26	Protrusio acetabuli	N0860-1	59606006	Hip/Pelvis
131011000006118	25	Sprain thumb, interphalangeal joint, ulnar collateral ligament	S5226	209476005	Hand
140651000006116	25	Shoulder girdle aches	EMISHGT67	140651000006100	Shoulder
252313017	25	Back pain worse on sneezing	16C4	161893008	Back
309570016	25	Reactive arthropathy of hip	N01w9	201567003	Hip/Pelvis
310205010	25	Arthropathy of joint of hand	N06z4	428360003	Hand
312181015	25	Localised bone cyst, unspecified	N3320	203465002	Other
3216441000006115	25	Sprain of ankle joint	^ESCTSP321644	44465007	Foot/Ankle
359171019	25	Arthritis of wrist	N06z3-1	1771000119109	Wrist
3788301000006115	25	Bifid patella	^ESCTBI378830	79214007	Knee
400287014	25	Disorders of the sacrum NOS	N146z	12820001	Back
409341000006112	25	[X]Other disorders of muscle in diseases CE	Nyu8A	75047002	Other
543561000006117	25	Degeneration of cervical intervertebral disc	N125	69195002	Neck
570891000006117	25	Closed traumatic dislocation shoulder joint, anterior (sub-coracoid)	S4101	269106006	Shoulder
801311000006115	25	Acquired genu recurvatum	N365	46101007	Knee
841591000006113	25	Hip clicks	EGTONHI3	841591000006109	Hip/Pelvis
98163016	25	Congenital dislocation of knee	PE41	59068006	Knee
13784591000006110	24	Arthrogryposis multiplex congenita	^ESCT1378459	111246005	Multiple
1779395011	24	Nodular fasciitis	N2372	400138001	Other
219661000000114	24	Bursitis - shoulder	N210-1	239961006	Shoulder
240351000006110	24	Pathological dislocation of proximal interphalangeal joint	N082L	202186003	Hand
256011012	24	O/E - locked joint	2H2E	164522002	Other
288979019	24	Malignant neoplasm of connective and soft tissue of foot	B3124	188004006	Foot/Ankle
291618010	24	[M]Soft tissue tumours and sarcomas NOS	BBF	115224008	Other
311044019	24	Other inflammatory spondylopathies NOS	N10yz	202649003	Back
311414010	24	Peripheral enthesopathy	N21zz	111239001	Other
311523011	24	Subluxation of tendon, wrist or hand	N226J	202975001	Hand/Wrist
320532017	24	Rupture of tendon of finger	S5Tz	209770003	Hand
323940016	24	Other face and neck injuries NOS	SK10z	417163006	Neck
359561011	24	Tenosynovitis of hand	N2205-1	423778009	Hand
380093012	24	Sarcoma of bone and connective tissue	B3-2	255067005	Other
3912841000006115	24	Acquired pes cavus	^ESCTAC391284	86900005	Foot/Ankle
405676010	24	Deformity of ulna	N36y7	271088009	Arm
453481000006115	24	Acquired deformity of joint of lower limb	N3670	240240002	Foot/Ankle
502473014	24	Slipped intervertebral disc	N12-2	73589001	Back
558791000006111	24	Clicking interphalangeal joint of toe	N099L	202617003	Foot/Ankle
890671000006110	24	Ankle/foot joint pain	N0947-99	267954009	Foot/Ankle
92062017	24	Congenital pseudarthrosis of tibia	PF6y6	55379003	Leg
11902311000006117	23	Sacroiliac joint pain	^ESCT1190231	202487003	Hip/Pelvis
155331000006111	23	Schmorl's nodes of lumbar region	N1242	29574001	Back
163471000006113	23	Rigid flat foot	N3401	203532008	Foot/Ankle
309816012	23	Flare of rheumatoid arthritis	N040T	201791009	Other
310245018	23	Cyst of lateral meniscus	N071A	202098006	Knee
310892014	23	Stiff knee NEC	N095M	249913002	Knee
311746011	23	Other musculoskeletal limb symptoms	N247	302293008	Other
312335013	23	Acquired forefoot adductus	N367N	203589007	Foot/Ankle
312561011	23	[X]Other deformities of toe(s) (acquired)	Nyu32	42251007	Foot/Ankle
372668014	23	Pes varus	PE50-1	249809005	Foot/Ankle
400267013	23	Cervical spondylosis without myelopathy	N110	267970006	Neck
461573010	23	[Q] Central disc prolapse	Zw040	73589001	Other
491000006119	23	Finger joint painful on movement	N096J	299061005	Hand
512110018	23	Tendon sheath giant cell tumor	N2202	95412009	Other
568571000006113	23	Closed traumatic dislocation patello-femoral joint, medial	S4631	208931007	Knee
569191000006112	23	Closed traumatic subluxation patello-femoral joint, lateral	S4670	208954003	Knee
891941000006115	23	F.B. left in ankle/foot	N246-91	6058003	Foot/Ankle
892351000006110	23	Juvenile osteochond-hip/pelvis	N321-99	268022000	Hip/Pelvis
896211000006118	23	Sprained elbow	S51-99	269134004	Elbow
131284014	22	Congenital elevation of scapula	PF52	79120002	Shoulder
155341000006118	22	Schmorl's nodes of thoracic region	N1241	86804002	Back
161571000006113	22	SAPHO syndrome	N25	60684003	Other
255922017	22	O/E - ulnar deviation	2G25-1	164454008	Arm
310573015	22	Triangular fibrocartilage tear	N0874	202333005	Shoulder
311312013	22	Peripheral enthesopathies and allied syndromes	N21	202836006	Other
311481012	22	Cyst of bursa	N2244	202941002	Other
314450016	22	Congenital dislocation of hip NOS	PE3z	48334007	Hip/Pelvis
320235016	22	Other thigh sprain	S53x	17883008	Leg
320343012	22	Complete tear ulnar collateral ligament	S5A0C	209597008	Wrist
320548016	22	Jaw sprain NOS	S5y1z	23415000	Head
390731000006118	22	[X]Injury of other muscles & tendons at ankle & foot level	Syu9B	212475003	Foot/Ankle
400282015	22	Spinal stenosis, excluding cervical region	N140	267980005	Back
400343019	22	Other and unspecified bone or cartilage disorders	N33z	240134003	Other
576481000006115	22	Complete tear of scapholunate ligament	S5A0G	209602001	Wrist
7298861000006114	22	Avascular necrosis of bone of hip	^ESCTAV729886	444849002	Hip/Pelvis
885611000006111	22	Temporomandibular joint dis.	J046-99	41888000	Head
891011000006115	22	Coccygeal disorder NOS	N147z-99	622741000000103	Back
101011000006114	21	Thumb trigger	N2204-3	42786005	Hand
106931000006114	21	Thoracolumbar ankylosis	N1485	202817001	Back
1230246016	21	Closed traumatic dislocation carpometacarpal joint	S4304	45634004	Hand
137233019	21	Progressive myositis ossificans	N2311	82725007	Other
1490679012	21	Conjoined toes	PF14-2	38859008	Foot/Ankle
158631000006112	21	Rupture biceps tendon	S5Q4	428883008	Arm
182981000006112	21	Recurrent subluxation of metacarpophalangeal joint	N083h	202241007	Hand
240071000006115	21	Patellofemoral osteoarthritis	N0536-1	450521003	Knee
310821011	21	Elbow joint pain	N094D-1	202480001	Elbow
311064012	21	Cervical myelopathy	N1113	202664003	Neck
311444013	21	Flexor tenosynovitis of thumb	N220C	202913001	Hand
311449015	21	Tibialis anterior tenosynovitis	N220J	202918005	Leg
312079019	21	Juvenile osteochondrosis of the foot	N325	203392007	Foot/Ankle
312104014	21	Osteochondritis dissecans of other site	N327y	82562007	Other
312456011	21	Curvature of spine NOS	N37zz	64217002	Back
319368019	21	Closed subluxation jaw	S402	208749002	Head
319376017	21	Closed traumatic dislocation shoulder joint, unspecified	S4100	208754006	Shoulder
319684013	21	Dislocation of foot NOS	S48z	208986008	Foot/Ankle
325434016	21	[X]Other specified injuries of wrist and hand	Syu6L	127278005	Hand/Wrist
402886019	21	Closed traumatic dislocation of wrist, unspecified	S4300	38556006	Wrist
411299017	21	Dislocation of fibula, distal end	S47-1	275332000	Leg
471000006115	21	Finding of joint of toe	N096T	299576008	Foot/Ankle
512112014	21	Villonodular synovitis	N092	95412009	Other
568501000006119	21	Closed traumatic dislocation of shoulder NOS	S410z	208754006	Shoulder
568641000006116	21	Closed traumatic dislocation sterno-clavicular joint	S4962	209117003	Shoulder
729431000006111	21	Malig neop of connective and soft tissue of pelvis NOS	B315z	363366009	Hip/Pelvis
891421000006115	21	Tendon rupture - knee	N226-95	268002004	Knee
106481000006117	20	Degeneration of thoracic intervertebral disc	N126	68675004	Back
2364511000000117	20	Shoulder joint painful on external rotation	1M03	921261000000101	Shoulder
2549731014	20	Undifferentiated inflammatory arthritis	ESCTUN6	417180005	Other
256103017	20	O/E - soft tissue abn. NOS	2HCZ	268993003	Other
265861000006116	20	Oligoarticular osteoarthritis, unspecified, multiple sites	N0549	268054009	Multiple
310173010	20	Unspecified monoarthritis of the ankle and foot	N0667	699462004	Foot/Ankle
310762012	20	Pigmented villonodular synovitis of knee joint	N092M	445266000	Knee
312564015	20	[X]Other derangements of patella	Nyu35	239718003	Knee
317325010	20	[D]Head and neck symptoms NOS	R04zz	267106000	Neck
320212019	20	Sprain wrist flexors	S5241	209495003	Wrist
320284012	20	Sprain, lumbosacral ligament	S560	209548004	Back
3609071000006114	20	Disorder of tendon	^ESCTDI360907	68172002	Other
391133019	20	Posterior dislocation of shoulder	S4102-1	263022003	Shoulder
405675014	20	Deformity of radius	N36y6	271087004	Arm
444889012	20	Keratoconjunctivitis sicca	N002-1	302896008	Other
463301000006112	20	Adult-onset Still's disease	N04y2	239920006	Other
4809281000006113	20	Systemic onset juvenile chronic arthritis	^ESCTSY480928	201796004	Other
5460271000006115	20	Subluxation of shoulder joint	^ESCTSU546027	263051004	Shoulder
757071000006113	20	Joint degeneration	N05z-1	396275006	Other
891131000006110	20	Synovitis/tenosynovitis	N220-99	202900007	Other
892711000006110	20	Musculoskeletal problems NOS	N3z-98	660111000000108	Multiple
108781000006112	19	Ankylosis of temporomandibular joint	J0460	50603008	Head
117414019	19	Congenital discoid meniscus	N072-1	70690000	Knee
130691000006114	19	Sprain finger, distal interphalangeal joint, non specific	S5237	209485005	Hand
158050019	19	Polymyalgia	N20-1	65323003	Multiple
271751000006118	19	O/E lateral joint line tenderness	EMISHGT73	271751000006102	Other
310174016	19	Unspecified monoarthritis of other specified site	N0668	699462004	Other
310971013	19	Synovial osteochondromatosis of knee	N098B	202586009	Knee
312299015	19	Rotational deformity of finger	N3626	203557003	Hand
312320012	19	Acquired talipes NEC	N3677	240244006	Foot/Ankle
312656019	19	[X]Other soft tissue disorders	NyuA	19660004	Other
314511018	19	Congenital claw foot	PE73	205092004	Foot/Ankle
319622014	19	Injury to multiple structures of knee	S46C	208977003	Knee
320562011	19	Sternum sprain unspecified	S5y40	54942004	Back
324001015	19	Injury of muscle and tendon at forearm level	SK1C	212458009	Arm
325512015	19	Muscle and tendon injury	SyuBF	312847008	Other
35274016	19	Progressive infantile idiopathic scoliosis	N3733	20980008	Back
3649971000006118	19	Sprain of wrist joint	^ESCTSP364997	70704007	Wrist
453771000006113	19	Acquired deformities of hip	N363	67321002	Hip/Pelvis
493220011	19	Congenital clubfoot - varus	PE50-2	42162004	Foot/Ankle
507073012	19	Acquired cavus deformity of foot	N3674	86900005	Foot/Ankle
5276711000006112	19	Abduction deformity of the foot	^ESCTAB527671	249803006	Foot/Ankle
5460051000006116	19	Dislocated patella	^ESCTDI546005	263029007	Knee
551000006114	19	Finding of sacroiliac joint	N096L	418492000	Hip/Pelvis
65074016	19	Pelvic obliquity	N386-1	38641008	Hip/Pelvis
68050018	19	Subacromial bursitis	N211z-2	40799003	Shoulder
891101000006119	19	Bursitis - knee	N2160-99	544491000000101	Knee
892621000006110	19	Hammer toe - acquired	N354-99	679901000000106	Foot/Ankle
895951000006115	19	Dislocated elbow	S42-99	208782004	Elbow
896221000006114	19	Sprain - hand	S52-98	209436000	Hand
91494016	19	Muscle contracture	N238	55033002	Other
130931000006116	18	Sprain of scapholunate ligament	S520K	209457008	Wrist
255921012	18	O/E - arachnodactyly	2G24-1	164453002	Hand
264501000006118	18	Oligoarticular osteoarthritis, unspecified, other spec sites	N0548	396275006	Other
309979014	18	Oligoarticular osteoarthritis, unspecified, of lower leg	N0546	396275006	Leg
310222012	18	Medial meniscus derangement, unspecified	N0700	111222003	Knee
311182013	18	Thoracic discitis	N12z8	202748002	Back
311392012	18	Ankle or tarsus enthesopathy NOS	N217z	302937000	Foot/Ankle
312302015	18	Acquired internal femoral torsion	N3633	203560005	Hip/Pelvis
312321011	18	Acquired varus heel	N3678	203575002	Foot/Ankle
314951014	18	Arthrogryposis, unspecified	PFy2	111246005	Other
317434016	18	[D]Parasternal chest pain	R0659	161974007	Chest
319415014	18	Closed traumatic dislocation of elbow, unspecified	S4200	2651006	Elbow
319454010	18	Closed traumatic dislocation proximal metacarpal	S4305	208818001	Hand
320150015	18	Distal radioulnar joint sprain	S5203	209441008	Wrist
320278014	18	Sprain, flexor tendon, foot	S5515	209543008	Foot/Ankle
320320015	18	Complete tear, shoulder joint	S58	209575006	Shoulder
320546017	18	Jaw sprain, unspecified	S5y10	23415000	Head
323948011	18	Other flank injuries	SK116	417163006	Trunk
400258013	18	Stiff joint NEC, of the ankle and foot	N0957	84445001	Foot/Ankle
400277010	18	Cervical radiculitis	N134-2	11049006	Neck
5142461000006116	18	Baker's cyst of knee	^ESCTBA514246	240008008	Knee
757001000006119	18	Joint contracture of hand	N0844	86414002	Hand
777711000006115	18	Inj of unspecified muscle & tendon at wrist & hand level	SK1CW	127278005	Hand/Wrist
823951000006111	18	Hip osteoarthitis NOS	N0535-2	239872002	Hip/Pelvis
135491019	17	Cervicalgia	N131-99	81680005	Neck
13905331000006112	17	Repetitive motion disorder	^ESCT1390533	788465007	Other
1666701000000114	17	Osteitis of symphysis pubis	N33zL	445473008	Hip/Pelvis
1786831018	17	Rupture supraspinatus tendon	S5Q2	399346004	Shoulder
221591000000112	17	Semimembranosus bursitis	N2160-1	240004005	Knee
256017011	17	O/E -joint synovial thickening	2H33	164527008	Other
310159018	17	Generalised arthritis	N065A	202031002	Multiple
310954012	17	Walking difficulty due to lower leg	N0972	202569003	Leg
310963014	17	Synovial osteochondromatosis of elbow	N0983	202578009	Elbow
311164010	17	Cervical disc prolapse with radiculopathy	N12C0	202733008	Neck
311303011	17	Other specified disorders of vertebral column	N1y	410730009	Back
311354011	17	Tendonitis adductor	N21z2-5	202863007	Leg
314532014	17	Congenital flexion contracture of knee	PE8y8	205110009	Knee
319584017	17	Closed traumatic dislocation knee joint, lateral	S4654	208940006	Knee
319630010	17	Closed traumatic dislocation ankle joint	S470	208981003	Foot/Ankle
320138014	17	Sprain, elbow joint, ulnar collateral ligament	S511-1	209429001	Elbow
320252017	17	Other specified leg sprain	S54x	262994004	Leg
320544019	17	Other and ill-defined sprains and strains	S5y	209409002	Other
390611000006116	17	[X]Injury of other & unspecif musc & tendons at thigh level	Syu77	212467009	Leg
405687019	17	Deformity of metatarsal	N36yK	271099006	Foot/Ankle
407171000006113	17	[X]Other bursa disorder	NyuA7-1	10597006	Other
427141000006110	17	[X]Somatoform pain disorder	Eu454-4	30077003	Other
4821541000006110	17	Overlapping toe	^ESCTOV482154	203541003	Foot/Ankle
592151000006113	17	Contracture of muscle	N23yC	55033002	Other
623891000006117	17	Disorder of cartilage, unspecified	N33zG	50927007	Other
78977014	17	Tarsal tunnel syndrome	F355	47374004	Foot/Ankle
8262081000006117	17	Injury of tendon of shoulder joint	^ESCTIN826208	813331000000101	Shoulder
891971000006111	17	F.B. left in hand	N246-94	6058003	Hand
109341000006111	16	Tenosynovitis of fingers	N2205-3	240036003	Hand
11902301000006115	16	Proximal interphalangeal joint of finger pain	^ESCT1190230	202484005	Hand
130661000006118	16	Sprain finger, proximal interphalangeal joint, radial collateral ligament	S5235	209483003	Hand
135401010	16	Dislocation of mandible	S40-1	302964004	Head
310302011	16	Articular cartilage disorder	N080z	53417006	Other
310415018	16	Recurrent subluxation of shoulder - inferior	N083F	202215001	Shoulder
310643017	16	Effusion of ankle	N090P	202383000	Foot/Ankle
310884017	16	Stiff elbow NEC	N095D	249917001	Elbow
312267014	16	Peroneal spastic flat foot	N3402	203533003	Foot/Ankle
312513016	16	[X]Other reactive arthropathies	Nyu03	239783001	Other
314865010	16	Congenital deformity of hip joint	PF63	2749000	Hip/Pelvis
319569014	16	Acute meniscal tear, lateral, radial	S4613	208925009	Knee
320263019	16	Distal tibiofibular sprain	S5503	209533005	Foot/Ankle
320268011	16	Partial tear, ankle, medial ligament	S5505	209535003	Foot/Ankle
320387015	16	Complete tear, ankle, lateral ligament	S5D01	209635006	Foot/Ankle
320579017	16	Other and ill-defined sprains and strains NOS	S5yz	209409002	Other
323954012	16	Other axilla injuries	SK120	48125009	Shoulder
359326018	16	Synovitis of elbow	N220W	239816008	Elbow
359825012	16	Osteochondrodysplasia	PG5z-1	240190009	Other
390961000006113	16	[X]Injury of unspecified muscle & tendon of ankle and foot	Syu9C	212475003	Foot/Ankle
391074017	16	Tendon strain	ESCTTE4	262972007	Other
400260010	16	Other joint symptoms of unspecified site	N0960	57676002	Other
400265017	16	Vertebral column syndromes	N1	267968002	Back
411298013	16	Dislocation of tibia, distal end	S47-3	275331007	Leg
4820611000006117	16	Iselin's disease	^ESCTIS482061	203395009	Foot/Ankle
505951000006118	16	Benign neoplasm of connective and soft tissue shoulder NEC	B7510	92398001	Shoulder
5459801000006112	16	Dislocation of sternoclavicular joint	^ESCTDI545980	263009006	Shoulder
576661000006110	16	Complete tear, acromioclavicular ligament	S580	209576007	Shoulder
581851000006112	16	Congenital dislocation of hip NOS	PE30z	48334007	Hip/Pelvis
5859711000006112	16	Shoulder joint instability	^ESCTSH585971	298854003	Shoulder
646111000006110	16	Enthesopathy of hip region	N215	30936004	Hip/Pelvis
761911000006119	16	Flexor digitorum profundus tendon rupture	N226D	209772006	Hand
8261961000006116	16	Injury of tendon of elbow joint	^ESCTIN826196	813101000000105	Elbow
895971000006113	16	Dislocated thumb	S44-98	269111008	Hand
112059012	15	Contracture of tendon sheath	N22y0	67425005	Other
114691000006114	15	Talipes planus - acquired	N341	203534009	Foot/Ankle
130551000006116	15	Sprain & strain of oth & unsp parts of lumb spine & pelv	S57X	309710005	Back
131451000006110	15	Sprain, mid tarsal joint	S5514	209542003	Foot/Ankle
162381000006114	15	Rheumatol.dis. monitoring NOS	66HZ	268524007	Other
1785082014	15	Rheumatic pain	N2403	279069000	Other
2478844015	15	Lateral meniscus, posterior horn derangement	N0713	77860008	Knee
256072013	15	O/E - shoulder bone abnormal	2HA3	164576002	Shoulder
310233010	15	Derangement of medial meniscus	N070z	111222003	Knee
310421019	15	Habitual dislocation of the shoulder	N083L	202220001	Shoulder
310424010	15	Recurrent dislocation of elbow	N083N	202222009	Elbow
310485014	15	Contracture of multiple joints	N0849	202264009	Multiple
311045018	15	Spondylitis	N10z	84172003	Back
311163016	15	Disc prolapse with radiculopathy	N12C	202732003	Back
311454012	15	Peroneus brevis tenosynovitis	N220P	202923005	Foot/Ankle
311610013	15	Other specific muscle disorder	N233	75047002	Other
311688013	15	Rheumatism	N2400	396332003	Other
311692018	15	Fibrositis of neck	N2405	203104007	Neck
312193012	15	Avascular necrosis of bone, site unspecified	N3340	397758007	Other
319417018	15	Closed traumatic dislocation elbow joint, posterior	S4202	208786001	Elbow
319516013	15	Closed traumatic subluxation digit	S442	208876006	Hand
320119017	15	Sprain, shoulder joint, posterior	S5071	209418000	Shoulder
359546010	15	Bursitis of shoulder	N2118	239961006	Shoulder
390741000006111	15	[X]Injury of other muscles & tendons at wrist & hand level	Syu6D	127278005	Hand/Wrist
391112011	15	Arm dislocation NOS	S49x-1	263017003	Arm
558851000006111	15	Clicking proximal interphalangeal joint of finger	N0997	202604001	Hand
823841000006116	15	Hip girdle aches	EMISHGT68	823841000006100	Hip/Pelvis
898351000006112	15	Bruise - wrist/hand	SE32-99	211506004	Hand/Wrist
1210251018	14	Congenital dislocation of elbow	PE8y2	371629001	Elbow
1220506018	14	Coxa vara - acquired	N3632	12067001	Hip/Pelvis
131421000006118	14	Strain of long head of biceps	S509	209420002	Arm
147834015	14	Progressive systemic sclerosis	N0010	444133002	Other
1494989015	14	Lumbosacral sprain	S560-99	209548004	Back
215551000000114	14	Sero negative polyarthritis	N04y1-1	399112009	Multiple
308730016	14	Psoriatic arthropathy NOS	M160z	33339001	Other
309574013	14	Reactive arthropathy of ankle	N01wD	201571000	Foot/Ankle
310227018	14	Radial tear of medial meniscus	N0706	202080007	Knee
310242015	14	Radial tear of lateral meniscus	N0717	202095009	Knee
310373019	14	Pathological dislocation of knee joint	N082Q	202190001	Knee
310496018	14	Flexion contracture - wrist	N084L	202275008	Wrist
310815012	14	Arthralgia of other specified site	N0948	57676002	Other
310881013	14	Stiff shoulder NEC	N095A	249918006	Shoulder
310985015	14	Clicking acromioclavicular joint	N0992	202599007	Shoulder
311192017	14	Intervertebral disc disorder	N12zz	36427004	Back
312673017	14	Enthesopathy of foot region	NyuAD	240028007	Foot/Ankle
312715014	14	Cartilage disorder	NyuD	50927007	Other
312721013	14	Disorder of cartilage	NyuDE	50927007	Other
314862013	14	Upper limb or shoulder anomaly NOS	PF5z	66510004	Shoulder
319825013	14	Closed subluxation cervical spine	S498	209134006	Neck
320244015	14	Partial tear, knee, lateral collateral ligament	S5401	209517007	Knee
359624014	14	Postcalcaneal bursitis	N223-1	240033006	Foot/Ankle
4378731000006118	14	Hip injury	^ESCTHI437873	125600009	Hip/Pelvis
451500011	14	Disorder of synovium	N22yz-1	3519007	Other
451903015	14	Other synovial, tendon or bursa disorder NOS	N22yz	399269003	Other
4816371000006112	14	Haglund's deformity	^ESCTHA481637	202883008	Foot/Ankle
5460341000006116	14	Subluxation of knee joint	^ESCTSU546034	263058005	Knee
575301000006114	14	Compartment syndrome, thigh	SK0y4	212384002	Leg
775171000006118	14	Injury of unspecified muscle & tendon of ankle and foot	SK1FX	212475003	Foot/Ankle
815501000006110	14	Arthritis of hand	N06z4-1	448589005	Hand
8262071000006115	14	Injury of tendon of toe	^ESCTIN826207	813321000000103	Foot/Ankle
891041000006116	14	Tennis elbow - epicondylitis	N2132-99	202855006	Elbow
895981000006111	14	Dislocated finger	S44-99	269111008	Hand
131001000006116	13	Sprain thumb, interphalangeal joint, radial collateral ligament	S5225	209474008	Hand
1831121000006116	13	Ankle anterior drawer test positive	JHCAN23	1831121000006100	Foot/Ankle
2226881000000118	13	Posterior tibial tendon insufficiency	N227	861061000000106	Leg
2275751000000111	13	Rheumatoid arthritis monitoring invitation third letter	9mM2	882441000000109	Other
248721000006117	13	Pain on stressing lateral collateral ligament	EMISHGT79	248721000006101	Knee
256034015	13	O/E - fixed joint deformity	2H52	164544007	Other
310943019	13	Finding of subtalar joint	N096Q	299526006	Foot/Ankle
311524017	13	Dislocation of tendon, wrist or hand	N226K	202976000	Hand/Wrist
311663017	13	Other muscle, ligament and fascia disorder	N23y	268006001	Other
312087018	13	Juvenile osteochondrosis of the foot NOS	N325z	203392007	Foot/Ankle
312112018	13	Osteochondropathy NOS	N32zz	77881008	Other
312447015	13	Scoliosis in neurofibromatosis	N374C	203663000	Back
312657011	13	Bursitis of elbow	NyuA0	712484007	Elbow
314759016	13	Upper limb anomaly, unspecified	PF50	66510004	Arm
319621019	13	Tear of articular cartilage of knee, current	S46B	208976007	Knee
320136013	13	Sprain, elbow joint, lateral collateral ligament	S510	209428009	Elbow
320289019	13	Sprain, iliolumbar ligament	S564	209553009	Back
320514017	13	Rupture tendon forearm or wrist	S5R	209761001	Arm
320530013	13	Rupture extensor digitorum tendon	S5T2	209774007	Hand
320558017	13	Chondrocostal joint sprain	S5y31	209801006	Chest
400257015	13	Stiff joint NEC, of the lower leg	N0956	84445001	Leg
400886010	13	Congenital spine deformity NOS	PE2z	74877002	Back
4821551000006112	13	Overriding toe	^ESCTOV482155	203541003	Foot/Ankle
52463013	13	Polymyositis	N004	31384009	Other
56659013	13	Lyme arthritis	N010A-1	33937009	Other
568161000006110	13	Closed traumatic dislocation distal radio-ulnar joint	S4301	57467003	Wrist
568911000006114	13	Closed traumatic subluxation costo-chondral joint	S49E7	209218003	Chest
576541000006110	13	Complete tear, thumb, metacarpophalangeal joint, ulnar collateral ligament	S5A11	209608002	Hand
891551000006113	13	Laxity of ligaments	N234-99	27911000	Other
892391000006116	13	Osteochond dissecans	N327-99	82562007	Other
896311000006110	13	Sprain - medial knee ligament	S541-99	81902001	Knee
104925016	12	Hajdu-Cheney syndrome	N33zK	63122002	Other
120088018	12	Relapsing polychondritis	N33z5	72275000	Multiple
1481872012	12	Thoracic spondylosis	N112-1	387802007	Back
1494889019	12	Tuberculosis of bones and joints	A15	17653001	Other
23251014	12	Congenital cleft hand	PF58	13624003	Hand
256022011	12	O/E - abnormal joint movement	2H42	164532009	Other
256036018	12	O/E - joint unstable	2H54	164546009	Other
309433011	12	Collagen disease	N00z	81573002	Other
310239014	12	Lateral meniscus derangement NOS	N0714	21333004	Knee
310435017	12	Carpal instability	N083X	202231009	Wrist
310492016	12	Flexion contracture - elbow	N084G	202271004	Elbow
310654010	12	Effusion of joint	N090z	387637008	Other
310903012	12	Joint stiffness NEC, NOS	N095z	84445001	Other
311162014	12	Lumbar disc prolapse with myelopathy	N12B2	202731005	Back
311278016	12	Hypermobility of the coccyx	N1471	202809009	Back
311696015	12	Myalgia and myositis unspecified	N241	203108005	Other
311708016	12	Radiculitis	N2422	82473003	Other
312287010	12	Other acquired limb deformity	N36	240226003	Other
312430016	12	Scoliosis secondary to other treatment	N3739	64217002	Back
